learner/env  CFR  CFR_EX+IN  CFR_IN  A-EFR_IN  BPS-EFR  TIPS-EFR  CSPS-EFR  CFPS-EFR  CFPS-EFR_EX+IN  TIPS-EFR_EX+IN  BEHAV-EFR  
t = 0
CFR  (-12.3294, 467)  (-12.3294, 242)  (-12.3294, 259)  (-12.3294, 266)  (-12.3294, 297)  (-12.3294, 287)  (-12.3294, 287)  (-12.3294, 302)  (-12.3294, 311)  (-12.3294, 314)  (-12.3294, 327)  
CFR  (20.7976, 13)  (20.7976, 25)  (20.6587, 29)  (20.6508, 33)  (20.7976, 14)  (20.6587, 31)  (20.7619, 32)  (20.6587, 36)  (20.7976, 27)  (20.7976, 26)  (20.6587, 35)  
CFR_EX+IN  (20.7976, 18)  (20.7976, 31)  (20.6587, 36)  (20.6508, 41)  (20.7976, 19)  (20.6587, 39)  (20.7619, 39)  (20.6587, 41)  (20.7976, 33)  (20.7976, 33)  (20.6587, 43)  
CFR_IN  (20.7976, 18)  (20.7976, 31)  (20.6587, 35)  (20.6508, 41)  (20.7976, 18)  (20.6587, 37)  (20.7619, 39)  (20.6587, 41)  (20.7976, 33)  (20.7976, 32)  (20.6587, 42)  
A-EFR_IN  (20.7976, 17)  (20.7976, 29)  (20.6508, 33)  (20.6429, 38)  (20.7976, 18)  (20.6508, 34)  (20.744, 36)  (20.6508, 39)  (20.7976, 31)  (20.7976, 31)  (20.6508, 39)  
BPS-EFR  (20.7976, 14)  (20.7976, 25)  (20.6587, 30)  (20.6508, 33)  (20.7976, 15)  (20.6587, 31)  (20.7619, 32)  (20.6587, 34)  (20.7976, 27)  (20.7976, 27)  (20.6587, 35)  
TIPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 36)  (20.6508, 42)  (20.7976, 19)  (20.6587, 40)  (20.7619, 41)  (20.6587, 42)  (20.7976, 34)  (20.7976, 34)  (20.6587, 44)  
CSPS-EFR  (20.7976, 18)  (20.7976, 31)  (20.6587, 36)  (20.6508, 41)  (20.7976, 19)  (20.6587, 37)  (20.7619, 40)  (20.6587, 42)  (20.7976, 33)  (20.7976, 33)  (20.6587, 44)  
CFPS-EFR  (20.7976, 18)  (20.7976, 31)  (20.6587, 36)  (20.6508, 41)  (20.7976, 19)  (20.6587, 38)  (20.7619, 39)  (20.6587, 42)  (20.7976, 33)  (20.7976, 33)  (20.6587, 42)  
CFPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 32)  (20.6587, 37)  (20.6508, 42)  (20.7976, 19)  (20.6587, 38)  (20.7619, 40)  (20.6587, 43)  (20.7976, 34)  (20.7976, 34)  (20.6587, 44)  
TIPS-EFR_EX+IN  (20.7976, 19)  (20.7976, 33)  (20.6587, 37)  (20.6508, 43)  (20.7976, 20)  (20.6587, 40)  (20.7619, 42)  (20.6587, 43)  (20.7976, 35)  (20.7976, 36)  (20.6587, 45)  
BEHAV-EFR  (20.7976, 18)  (20.7976, 33)  (20.6587, 38)  (20.6508, 43)  (20.7976, 20)  (20.6587, 40)  (20.7619, 42)  (20.6587, 43)  (20.7976, 35)  (20.7976, 35)  (20.6587, 44)  
BR  (20.7976, 9)  (20.7976, 15)  (20.6587, 18)  (20.6508, 20)  (20.7976, 10)  (20.6587, 19)  (20.7619, 19)  (20.6587, 21)  (20.7976, 17)  (20.7976, 17)  (20.6587, 22)  
t = 188
CFR  (20.7976, 13)  (20.7976, 25)  (20.6587, 27)  (20.6508, 34)  (20.7976, 14)  (20.6587, 30)  (20.7619, 35)  (20.6587, 32)  (20.7976, 27)  (20.7976, 28)  (20.6587, 35)  
CFR_EX+IN  (20.7976, 18)  (20.7976, 32)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 38)  (20.7619, 41)  (20.6587, 38)  (20.7976, 33)  (20.7976, 35)  (20.6587, 42)  
CFR_IN  (20.7976, 17)  (20.7976, 31)  (20.6587, 34)  (20.6508, 40)  (20.7976, 18)  (20.6587, 38)  (20.7619, 40)  (20.6587, 37)  (20.7976, 33)  (20.7976, 33)  (20.6587, 41)  
A-EFR_IN  (20.7976, 16)  (20.7976, 28)  (20.6508, 32)  (20.6429, 38)  (20.7976, 17)  (20.6508, 34)  (20.744, 39)  (20.6508, 34)  (20.7976, 30)  (20.7976, 31)  (20.6508, 38)  
BPS-EFR  (20.7976, 13)  (20.7976, 25)  (20.6587, 28)  (20.6508, 34)  (20.7976, 14)  (20.6587, 31)  (20.7619, 35)  (20.6587, 31)  (20.7976, 28)  (20.7976, 27)  (20.6587, 35)  
TIPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 39)  (20.7619, 42)  (20.6587, 39)  (20.7976, 34)  (20.7976, 35)  (20.6587, 44)  
CSPS-EFR  (20.7976, 18)  (20.7976, 31)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 37)  (20.7619, 42)  (20.6587, 39)  (20.7976, 34)  (20.7976, 34)  (20.6587, 42)  
CFPS-EFR  (20.7976, 18)  (20.7976, 31)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 38)  (20.7619, 41)  (20.6587, 38)  (20.7976, 33)  (20.7976, 33)  (20.6587, 42)  
CFPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 32)  (20.6587, 36)  (20.6508, 40)  (20.7976, 19)  (20.6587, 39)  (20.7619, 43)  (20.6587, 39)  (20.7976, 34)  (20.7976, 34)  (20.6587, 43)  
TIPS-EFR_EX+IN  (20.7976, 19)  (20.7976, 33)  (20.6587, 37)  (20.6508, 42)  (20.7976, 20)  (20.6587, 40)  (20.7619, 44)  (20.6587, 40)  (20.7976, 36)  (20.7976, 36)  (20.6587, 44)  
BEHAV-EFR  (20.7976, 19)  (20.7976, 33)  (20.6587, 36)  (20.6508, 43)  (20.7976, 19)  (20.6587, 40)  (20.7619, 43)  (20.6587, 39)  (20.7976, 35)  (20.7976, 35)  (20.6587, 45)  
BR  (20.7976, 9)  (20.7976, 15)  (20.6587, 17)  (20.6508, 20)  (20.7976, 10)  (20.6587, 19)  (20.7619, 21)  (20.6587, 19)  (20.7976, 17)  (20.7976, 17)  (20.6587, 22)  
t = 189
CFR  (20.7976, 13)  (20.7976, 25)  (20.6587, 29)  (20.6508, 32)  (20.7976, 14)  (20.6587, 29)  (20.7619, 33)  (20.6587, 32)  (20.7976, 28)  (20.7976, 27)  (20.6587, 36)  
CFR_EX+IN  (20.7976, 18)  (20.7976, 32)  (20.6587, 35)  (20.6508, 40)  (20.7976, 19)  (20.6587, 36)  (20.7619, 40)  (20.6587, 38)  (20.7976, 34)  (20.7976, 34)  (20.6587, 43)  
CFR_IN  (20.7976, 18)  (20.7976, 31)  (20.6587, 35)  (20.6508, 39)  (20.7976, 19)  (20.6587, 37)  (20.7619, 40)  (20.6587, 38)  (20.7976, 34)  (20.7976, 33)  (20.6587, 42)  
A-EFR_IN  (20.7976, 17)  (20.7976, 29)  (20.6508, 32)  (20.6429, 36)  (20.7976, 18)  (20.6508, 34)  (20.744, 38)  (20.6508, 36)  (20.7976, 31)  (20.7976, 31)  (20.6508, 40)  
BPS-EFR  (20.7976, 14)  (20.7976, 26)  (20.6587, 29)  (20.6508, 32)  (20.7976, 14)  (20.6587, 30)  (20.7619, 34)  (20.6587, 31)  (20.7976, 27)  (20.7976, 28)  (20.6587, 37)  
TIPS-EFR  (20.7976, 18)  (20.7976, 33)  (20.6587, 36)  (20.6508, 41)  (20.7976, 19)  (20.6587, 37)  (20.7619, 41)  (20.6587, 39)  (20.7976, 35)  (20.7976, 35)  (20.6587, 44)  
CSPS-EFR  (20.7976, 17)  (20.7976, 32)  (20.6587, 35)  (20.6508, 40)  (20.7976, 18)  (20.6587, 37)  (20.7619, 41)  (20.6587, 38)  (20.7976, 34)  (20.7976, 60)  (20.6587, 43)  
CFPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 35)  (20.6508, 39)  (20.7976, 19)  (20.6587, 36)  (20.7619, 40)  (20.6587, 39)  (20.7976, 33)  (20.7976, 37)  (20.6587, 44)  
CFPS-EFR_EX+IN  (20.7976, 19)  (20.7976, 32)  (20.6587, 36)  (20.6508, 40)  (20.7976, 19)  (20.6587, 37)  (20.7619, 41)  (20.6587, 39)  (20.7976, 34)  (20.7976, 36)  (20.6587, 43)  
TIPS-EFR_EX+IN  (20.7976, 19)  (20.7976, 34)  (20.6587, 37)  (20.6508, 43)  (20.7976, 20)  (20.6587, 38)  (20.7619, 42)  (20.6587, 41)  (20.7976, 35)  (20.7976, 38)  (20.6587, 45)  
BEHAV-EFR  (20.7976, 18)  (20.7976, 33)  (20.6587, 36)  (20.6508, 42)  (20.7976, 19)  (20.6587, 37)  (20.7619, 43)  (20.6587, 39)  (20.7976, 36)  (20.7976, 37)  (20.6587, 46)  
BR  (20.7976, 9)  (20.7976, 15)  (20.6587, 17)  (20.6508, 19)  (20.7976, 10)  (20.6587, 18)  (20.7619, 21)  (20.6587, 19)  (20.7976, 18)  (20.7976, 17)  (20.6587, 23)  
t = 190
CFR  (20.7976, 14)  (20.7976, 25)  (20.6587, 29)  (20.6508, 33)  (20.7976, 14)  (20.6587, 30)  (20.7619, 35)  (20.6587, 32)  (20.7976, 29)  (20.7976, 28)  (20.6587, 35)  
CFR_EX+IN  (20.7976, 18)  (20.7976, 32)  (20.6587, 36)  (20.6508, 40)  (20.7976, 19)  (20.6587, 38)  (20.7619, 42)  (20.6587, 39)  (20.7976, 34)  (20.7976, 35)  (20.6587, 43)  
CFR_IN  (20.7976, 17)  (20.7976, 31)  (20.6587, 35)  (20.6508, 39)  (20.7976, 19)  (20.6587, 37)  (20.7619, 41)  (20.6587, 38)  (20.7976, 34)  (20.7976, 34)  (20.6587, 43)  
A-EFR_IN  (20.7976, 17)  (20.7976, 29)  (20.6508, 32)  (20.6429, 37)  (20.7976, 18)  (20.6508, 34)  (20.744, 40)  (20.6508, 36)  (20.7976, 33)  (20.7976, 32)  (20.6508, 40)  
BPS-EFR  (20.7976, 14)  (20.7976, 25)  (20.6587, 28)  (20.6508, 33)  (20.7976, 14)  (20.6587, 30)  (20.7619, 35)  (20.6587, 32)  (20.7976, 28)  (20.7976, 27)  (20.6587, 36)  
TIPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 36)  (20.6508, 40)  (20.7976, 19)  (20.6587, 38)  (20.7619, 43)  (20.6587, 39)  (20.7976, 35)  (20.7976, 34)  (20.6587, 44)  
CSPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 36)  (20.6508, 40)  (20.7976, 19)  (20.6587, 37)  (20.7619, 41)  (20.6587, 39)  (20.7976, 35)  (20.7976, 34)  (20.6587, 43)  
CFPS-EFR  (20.7976, 18)  (20.7976, 31)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 37)  (20.7619, 42)  (20.6587, 39)  (20.7976, 35)  (20.7976, 33)  (20.6587, 42)  
CFPS-EFR_EX+IN  (20.7976, 19)  (20.7976, 32)  (20.6587, 36)  (20.6508, 40)  (20.7976, 19)  (20.6587, 38)  (20.7619, 42)  (20.6587, 40)  (20.7976, 35)  (20.7976, 35)  (20.6587, 44)  
TIPS-EFR_EX+IN  (20.7976, 19)  (20.7976, 33)  (20.6587, 37)  (20.6508, 42)  (20.7976, 20)  (20.6587, 39)  (20.7619, 44)  (20.6587, 41)  (20.7976, 36)  (20.7976, 36)  (20.6587, 45)  
BEHAV-EFR  (20.7976, 18)  (20.7976, 33)  (20.6587, 38)  (20.6508, 42)  (20.7976, 20)  (20.6587, 39)  (20.7619, 44)  (20.6587, 40)  (20.7976, 36)  (20.7976, 36)  (20.6587, 44)  
BR  (20.7976, 9)  (20.7976, 16)  (20.6587, 18)  (20.6508, 20)  (20.7976, 10)  (20.6587, 19)  (20.7619, 21)  (20.6587, 19)  (20.7976, 18)  (20.7976, 17)  (20.6587, 22)  
t = 191
CFR  (20.7976, 13)  (20.7976, 25)  (20.6587, 29)  (20.6508, 35)  (20.7976, 14)  (20.6587, 31)  (20.7619, 34)  (20.6587, 33)  (20.7976, 27)  (20.7976, 28)  (20.6587, 37)  
CFR_EX+IN  (20.7976, 18)  (20.7976, 32)  (20.6587, 36)  (20.6508, 42)  (20.7976, 19)  (20.6587, 37)  (20.7619, 41)  (20.6587, 39)  (20.7976, 33)  (20.7976, 35)  (20.6587, 45)  
CFR_IN  (20.7976, 17)  (20.7976, 31)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 38)  (20.7619, 41)  (20.6587, 38)  (20.7976, 33)  (20.7976, 35)  (20.6587, 46)  
A-EFR_IN  (20.7976, 17)  (20.7976, 29)  (20.6508, 32)  (20.6429, 38)  (20.7976, 18)  (20.6508, 34)  (20.744, 39)  (20.6508, 36)  (20.7976, 31)  (20.7976, 32)  (20.6508, 43)  
BPS-EFR  (20.7976, 14)  (20.7976, 26)  (20.6587, 29)  (20.6508, 35)  (20.7976, 15)  (20.6587, 30)  (20.7619, 35)  (20.6587, 32)  (20.7976, 27)  (20.7976, 28)  (20.6587, 38)  
TIPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 37)  (20.6508, 43)  (20.7976, 19)  (20.6587, 39)  (20.7619, 42)  (20.6587, 40)  (20.7976, 34)  (20.7976, 35)  (20.6587, 46)  
CSPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 36)  (20.6508, 41)  (20.7976, 19)  (20.6587, 37)  (20.7619, 42)  (20.6587, 39)  (20.7976, 33)  (20.7976, 34)  (20.6587, 45)  
CFPS-EFR  (20.7976, 18)  (20.7976, 31)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 37)  (20.7619, 42)  (20.6587, 40)  (20.7976, 33)  (20.7976, 34)  (20.6587, 47)  
CFPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 32)  (20.6587, 36)  (20.6508, 42)  (20.7976, 19)  (20.6587, 38)  (20.7619, 41)  (20.6587, 41)  (20.7976, 34)  (20.7976, 38)  (20.6587, 46)  
TIPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 34)  (20.6587, 38)  (20.6508, 43)  (20.7976, 20)  (20.6587, 40)  (20.7619, 43)  (20.6587, 41)  (20.7976, 36)  (20.7976, 37)  (20.6587, 48)  
BEHAV-EFR  (20.7976, 18)  (20.7976, 33)  (20.6587, 37)  (20.6508, 44)  (20.7976, 20)  (20.6587, 39)  (20.7619, 44)  (20.6587, 41)  (20.7976, 35)  (20.7976, 37)  (20.6587, 46)  
BR  (20.7976, 9)  (20.7976, 15)  (20.6587, 18)  (20.6508, 20)  (20.7976, 10)  (20.6587, 19)  (20.7619, 21)  (20.6587, 20)  (20.7976, 17)  (20.7976, 18)  (20.6587, 22)  
t = 192
CFR  (20.7976, 13)  (20.7976, 24)  (20.6587, 28)  (20.6508, 33)  (20.7976, 15)  (20.6587, 29)  (20.7619, 34)  (20.6587, 33)  (20.7976, 28)  (20.7976, 27)  (20.6587, 37)  
CFR_EX+IN  (20.7976, 18)  (20.7976, 31)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 37)  (20.7619, 40)  (20.6587, 40)  (20.7976, 34)  (20.7976, 35)  (20.6587, 43)  
CFR_IN  (20.7976, 17)  (20.7976, 31)  (20.6587, 34)  (20.6508, 40)  (20.7976, 19)  (20.6587, 36)  (20.7619, 41)  (20.6587, 39)  (20.7976, 33)  (20.7976, 35)  (20.6587, 43)  
A-EFR_IN  (20.7976, 17)  (20.7976, 29)  (20.6508, 32)  (20.6429, 39)  (20.7976, 18)  (20.6508, 35)  (20.744, 38)  (20.6508, 36)  (20.7976, 33)  (20.7976, 33)  (20.6508, 41)  
BPS-EFR  (20.7976, 14)  (20.7976, 25)  (20.6587, 28)  (20.6508, 33)  (20.7976, 14)  (20.6587, 30)  (20.7619, 33)  (20.6587, 32)  (20.7976, 28)  (20.7976, 28)  (20.6587, 36)  
TIPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 38)  (20.7619, 42)  (20.6587, 39)  (20.7976, 35)  (20.7976, 36)  (20.6587, 45)  
CSPS-EFR  (20.7976, 17)  (20.7976, 31)  (20.6587, 34)  (20.6508, 41)  (20.7976, 19)  (20.6587, 36)  (20.7619, 41)  (20.6587, 40)  (20.7976, 34)  (20.7976, 36)  (20.6587, 43)  
CFPS-EFR  (20.7976, 18)  (20.7976, 31)  (20.6587, 34)  (20.6508, 41)  (20.7976, 19)  (20.6587, 37)  (20.7619, 40)  (20.6587, 39)  (20.7976, 34)  (20.7976, 35)  (20.6587, 45)  
CFPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 32)  (20.6587, 35)  (20.6508, 41)  (20.7976, 20)  (20.6587, 37)  (20.7619, 41)  (20.6587, 39)  (20.7976, 35)  (20.7976, 36)  (20.6587, 45)  
TIPS-EFR_EX+IN  (20.7976, 19)  (20.7976, 33)  (20.6587, 37)  (20.6508, 43)  (20.7976, 20)  (20.6587, 39)  (20.7619, 44)  (20.6587, 41)  (20.7976, 36)  (20.7976, 38)  (20.6587, 46)  
BEHAV-EFR  (20.7976, 19)  (20.7976, 33)  (20.6587, 36)  (20.6508, 43)  (20.7976, 19)  (20.6587, 39)  (20.7619, 43)  (20.6587, 41)  (20.7976, 36)  (20.7976, 36)  (20.6587, 45)  
BR  (20.7976, 9)  (20.7976, 15)  (20.6587, 17)  (20.6508, 20)  (20.7976, 10)  (20.6587, 19)  (20.7619, 20)  (20.6587, 19)  (20.7976, 18)  (20.7976, 18)  (20.6587, 22)  
t = 193
CFR  (20.7976, 13)  (20.7976, 25)  (20.6587, 28)  (20.6508, 34)  (20.7976, 14)  (20.6587, 33)  (20.7619, 33)  (20.6587, 32)  (20.7976, 27)  (20.7976, 29)  (20.6587, 37)  
CFR_EX+IN  (20.7976, 18)  (20.7976, 32)  (20.6587, 35)  (20.6508, 42)  (20.7976, 19)  (20.6587, 40)  (20.7619, 40)  (20.6587, 37)  (20.7976, 34)  (20.7976, 36)  (20.6587, 45)  
CFR_IN  (20.7976, 17)  (20.7976, 31)  (20.6587, 34)  (20.6508, 40)  (20.7976, 19)  (20.6587, 40)  (20.7619, 39)  (20.6587, 37)  (20.7976, 34)  (20.7976, 34)  (20.6587, 42)  
A-EFR_IN  (20.7976, 16)  (20.7976, 28)  (20.6508, 31)  (20.6429, 37)  (20.7976, 18)  (20.6508, 36)  (20.744, 37)  (20.6508, 36)  (20.7976, 31)  (20.7976, 32)  (20.6508, 41)  
BPS-EFR  (20.7976, 13)  (20.7976, 25)  (20.6587, 27)  (20.6508, 33)  (20.7976, 15)  (20.6587, 32)  (20.7619, 34)  (20.6587, 30)  (20.7976, 27)  (20.7976, 30)  (20.6587, 37)  
TIPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 35)  (20.6508, 42)  (20.7976, 20)  (20.6587, 41)  (20.7619, 42)  (20.6587, 38)  (20.7976, 34)  (20.7976, 35)  (20.6587, 44)  
CSPS-EFR  (20.7976, 17)  (20.7976, 32)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 39)  (20.7619, 41)  (20.6587, 38)  (20.7976, 34)  (20.7976, 35)  (20.6587, 42)  
CFPS-EFR  (20.7976, 18)  (20.7976, 31)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 39)  (20.7619, 40)  (20.6587, 38)  (20.7976, 34)  (20.7976, 34)  (20.6587, 41)  
CFPS-EFR_EX+IN  (20.7976, 19)  (20.7976, 32)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 40)  (20.7619, 41)  (20.6587, 39)  (20.7976, 35)  (20.7976, 35)  (20.6587, 43)  
TIPS-EFR_EX+IN  (20.7976, 19)  (20.7976, 33)  (20.6587, 37)  (20.6508, 43)  (20.7976, 20)  (20.6587, 42)  (20.7619, 42)  (20.6587, 40)  (20.7976, 35)  (20.7976, 36)  (20.6587, 46)  
BEHAV-EFR  (20.7976, 18)  (20.7976, 33)  (20.6587, 35)  (20.6508, 42)  (20.7976, 20)  (20.6587, 41)  (20.7619, 43)  (20.6587, 39)  (20.7976, 36)  (20.7976, 35)  (20.6587, 46)  
BR  (20.7976, 9)  (20.7976, 16)  (20.6587, 17)  (20.6508, 20)  (20.7976, 10)  (20.6587, 19)  (20.7619, 21)  (20.6587, 19)  (20.7976, 17)  (20.7976, 18)  (20.6587, 23)  
t = 194
CFR  (20.7976, 13)  (20.7976, 24)  (20.6587, 28)  (20.6508, 33)  (20.7976, 14)  (20.6587, 28)  (20.7619, 32)  (20.6587, 31)  (20.7976, 27)  (20.7976, 28)  (20.6587, 37)  
CFR_EX+IN  (20.7976, 18)  (20.7976, 31)  (20.6587, 34)  (20.6508, 40)  (20.7976, 19)  (20.6587, 34)  (20.7619, 39)  (20.6587, 37)  (20.7976, 34)  (20.7976, 35)  (20.6587, 44)  
CFR_IN  (20.7976, 17)  (20.7976, 31)  (20.6587, 34)  (20.6508, 39)  (20.7976, 19)  (20.6587, 35)  (20.7619, 40)  (20.6587, 37)  (20.7976, 34)  (20.7976, 35)  (20.6587, 43)  
A-EFR_IN  (20.7976, 17)  (20.7976, 28)  (20.6508, 32)  (20.6429, 38)  (20.7976, 18)  (20.6508, 33)  (20.744, 37)  (20.6508, 35)  (20.7976, 32)  (20.7976, 31)  (20.6508, 42)  
BPS-EFR  (20.7976, 14)  (20.7976, 25)  (20.6587, 28)  (20.6508, 34)  (20.7976, 15)  (20.6587, 28)  (20.7619, 32)  (20.6587, 31)  (20.7976, 28)  (20.7976, 28)  (20.6587, 37)  
TIPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 35)  (20.6508, 41)  (20.7976, 20)  (20.6587, 35)  (20.7619, 41)  (20.6587, 39)  (20.7976, 35)  (20.7976, 36)  (20.6587, 45)  
CSPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 34)  (20.6508, 40)  (20.7976, 20)  (20.6587, 36)  (20.7619, 40)  (20.6587, 38)  (20.7976, 35)  (20.7976, 34)  (20.6587, 46)  
CFPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 34)  (20.6508, 40)  (20.7976, 19)  (20.6587, 36)  (20.7619, 40)  (20.6587, 38)  (20.7976, 34)  (20.7976, 34)  (20.6587, 45)  
CFPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 32)  (20.6587, 36)  (20.6508, 41)  (20.7976, 19)  (20.6587, 36)  (20.7619, 40)  (20.6587, 39)  (20.7976, 35)  (20.7976, 37)  (20.6587, 45)  
TIPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 33)  (20.6587, 36)  (20.6508, 42)  (20.7976, 20)  (20.6587, 38)  (20.7619, 42)  (20.6587, 40)  (20.7976, 37)  (20.7976, 40)  (20.6587, 47)  
BEHAV-EFR  (20.7976, 18)  (20.7976, 33)  (20.6587, 36)  (20.6508, 41)  (20.7976, 20)  (20.6587, 37)  (20.7619, 42)  (20.6587, 40)  (20.7976, 36)  (20.7976, 37)  (20.6587, 46)  
BR  (20.7976, 9)  (20.7976, 15)  (20.6587, 17)  (20.6508, 20)  (20.7976, 10)  (20.6587, 17)  (20.7619, 20)  (20.6587, 19)  (20.7976, 17)  (20.7976, 19)  (20.6587, 22)  
t = 195
CFR  (20.7976, 14)  (20.7976, 26)  (20.6587, 27)  (20.6508, 33)  (20.7976, 15)  (20.6587, 31)  (20.7619, 33)  (20.6587, 31)  (20.7976, 28)  (20.7976, 27)  (20.6587, 35)  
CFR_EX+IN  (20.7976, 18)  (20.7976, 33)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 37)  (20.7619, 39)  (20.6587, 38)  (20.7976, 34)  (20.7976, 34)  (20.6587, 43)  
CFR_IN  (20.7976, 17)  (20.7976, 32)  (20.6587, 33)  (20.6508, 40)  (20.7976, 19)  (20.6587, 37)  (20.7619, 38)  (20.6587, 37)  (20.7976, 34)  (20.7976, 33)  (20.6587, 42)  
A-EFR_IN  (20.7976, 16)  (20.7976, 29)  (20.6508, 31)  (20.6429, 37)  (20.7976, 18)  (20.6508, 34)  (20.744, 36)  (20.6508, 34)  (20.7976, 32)  (20.7976, 31)  (20.6508, 39)  
BPS-EFR  (20.7976, 13)  (20.7976, 25)  (20.6587, 27)  (20.6508, 32)  (20.7976, 15)  (20.6587, 31)  (20.7619, 32)  (20.6587, 32)  (20.7976, 28)  (20.7976, 28)  (20.6587, 36)  
TIPS-EFR  (20.7976, 18)  (20.7976, 33)  (20.6587, 35)  (20.6508, 42)  (20.7976, 20)  (20.6587, 38)  (20.7619, 41)  (20.6587, 39)  (20.7976, 36)  (20.7976, 35)  (20.6587, 43)  
CSPS-EFR  (20.7976, 17)  (20.7976, 33)  (20.6587, 35)  (20.6508, 40)  (20.7976, 19)  (20.6587, 37)  (20.7619, 39)  (20.6587, 38)  (20.7976, 35)  (20.7976, 34)  (20.6587, 42)  
CFPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 34)  (20.6508, 40)  (20.7976, 19)  (20.6587, 38)  (20.7619, 39)  (20.6587, 38)  (20.7976, 34)  (20.7976, 33)  (20.6587, 42)  
CFPS-EFR_EX+IN  (20.7976, 18)  (20.7976, 33)  (20.6587, 35)  (20.6508, 40)  (20.7976, 19)  (20.6587, 37)  (20.7619, 41)  (20.6587, 38)  (20.7976, 35)  (20.7976, 34)  (20.6587, 44)  
TIPS-EFR_EX+IN  (20.7976, 19)  (20.7976, 34)  (20.6587, 36)  (20.6508, 42)  (20.7976, 20)  (20.6587, 39)  (20.7619, 42)  (20.6587, 40)  (20.7976, 37)  (20.7976, 35)  (20.6587, 45)  
BEHAV-EFR  (20.7976, 18)  (20.7976, 34)  (20.6587, 36)  (20.6508, 41)  (20.7976, 19)  (20.6587, 39)  (20.7619, 41)  (20.6587, 39)  (20.7976, 36)  (20.7976, 35)  (20.6587, 44)  
BR  (20.7976, 9)  (20.7976, 16)  (20.6587, 17)  (20.6508, 20)  (20.7976, 10)  (20.6587, 18)  (20.7619, 19)  (20.6587, 18)  (20.7976, 17)  (20.7976, 18)  (20.6587, 22)  
t = 196
CFR  (20.7976, 14)  (20.7976, 25)  (20.6587, 29)  (20.6508, 33)  (20.7976, 14)  (20.6587, 31)  (20.7619, 33)  (20.6587, 32)  (20.7976, 28)  (20.7976, 28)  (20.6587, 37)  
CFR_EX+IN  (20.7976, 17)  (20.7976, 32)  (20.6587, 36)  (20.6508, 42)  (20.7976, 19)  (20.6587, 38)  (20.7619, 40)  (20.6587, 40)  (20.7976, 34)  (20.7976, 34)  (20.6587, 45)  
CFR_IN  (20.7976, 17)  (20.7976, 31)  (20.6587, 35)  (20.6508, 41)  (20.7976, 19)  (20.6587, 36)  (20.7619, 39)  (20.6587, 39)  (20.7976, 34)  (20.7976, 35)  (20.6587, 45)  
A-EFR_IN  (20.7976, 17)  (20.7976, 29)  (20.6508, 32)  (20.6429, 37)  (20.7976, 18)  (20.6508, 34)  (20.744, 37)  (20.6508, 37)  (20.7976, 32)  (20.7976, 31)  (20.6508, 41)  
BPS-EFR  (20.7976, 14)  (20.7976, 26)  (20.6587, 28)  (20.6508, 34)  (20.7976, 14)  (20.6587, 31)  (20.7619, 34)  (20.6587, 32)  (20.7976, 28)  (20.7976, 27)  (20.6587, 37)  
TIPS-EFR  (20.7976, 18)  (20.7976, 32)  (20.6587, 36)  (20.6508, 42)  (20.7976, 19)  (20.6587, 39)  (20.7619, 41)  (20.6587, 40)  (20.7976, 35)  (20.7976, 34)  (20.6587, 45)  
